STATION NAME                                      DATE                PRCP                TMAX                TMIN                
SCOTTSBORO 2 NE                                   03 14 2018          0.00                37                  34.9                
SCOTTSBORO 2 NE                                   03 15 2018          0.00                38.8                34.7                
SCOTTSBORO 2 NE                                   03 16 2018          0.00                39.1                35.6                
SCOTTSBORO 2 NE                                   03 17 2018          0.21                39.6                37.5                
SCOTTSBORO 2 NE                                   03 18 2018          0.07                38.5                36.4                
SCOTTSBORO 2 NE                                   03 19 2018          0.15                38.5                37.2                
SCOTTSBORO 2 NE                                   03 20 2018          0.00                37.6                35.8                
SCOTTSBORO 2 NE                                   03 21 2018          0.00                37.1                35.2                
SCOTTSBORO 2 NE                                   03 22 2018          0.00                37.7                34.8                
SCOTTSBORO 2 NE                                   03 23 2018          0.00                38.4                35.3                
SCOTTSBORO 2 NE                                   03 24 2018          0.02                38.9                36.7                
SCOTTSBORO 2 NE                                   03 25 2018          0.02                38.2                37.1                
SCOTTSBORO 2 NE                                   03 26 2018          0.00                37.3                36.7                
SCOTTSBORO 2 NE                                   03 27 2018          0.00                38.2                36.7                
SCOTTSBORO 2 NE                                   03 28 2018          0.00                39.5                36.6                
SCOTTSBORO 2 NE                                   03 29 2018          0.76                39.6                37.5                
SCOTTSBORO 2 NE                                   03 30 2018          0.00                38.1                35.9                
SCOTTSBORO 2 NE                                   03 31 2018          0.00                38.9                35.4                
GREENSBORO 2 WNW                                  03 01 2018          0.26                39.4                37.4                
GREENSBORO 2 WNW                                  03 02 2018          0.00                38.3                36.2                
GREENSBORO 2 WNW                                  03 03 2018          0.00                38.9                35.4                
GREENSBORO 2 WNW                                  03 04 2018          0.00                39.1                35.8                
GREENSBORO 2 WNW                                  03 05 2018          0.11                39.1                36.9                
GREENSBORO 2 WNW                                  03 06 2018          0.72                38.8                36.6                
GREENSBORO 2 WNW                                  03 07 2018          0.00                37.3                35.7                
GREENSBORO 2 WNW                                  03 08 2018          0.00                37.4                35.1                
GREENSBORO 2 WNW                                  03 09 2018          0.00                38.4                34.8                
GREENSBORO 2 WNW                                  03 10 2018          0.00                39.4                36.6                
GREENSBORO 2 WNW                                  03 11 2018          1.79                38.3                36.7                
GREENSBORO 2 WNW                                  03 12 2018          0.00                37.7                36                  
GREENSBORO 2 WNW                                  03 13 2018          0.00                37.8                35.1                
GREENSBORO 2 WNW                                  03 14 2018          0.00                37.7                35.2                
GREENSBORO 2 WNW                                  03 15 2018          0.00                38.8                34.8                
GREENSBORO 2 WNW                                  03 16 2018          0.18                38.2                35.9                
GREENSBORO 2 WNW                                  03 17 2018          0.00                40.1                38.1                
GREENSBORO 2 WNW                                  03 18 2018          0.20                39.1                37.9                
GREENSBORO 2 WNW                                  03 19 2018          0.02                39.8                38.1                
GREENSBORO 2 WNW                                  03 20 2018          0.00                38.7                36.2                
GREENSBORO 2 WNW                                  03 21 2018          0.00                37.8                35.7                
GREENSBORO 2 WNW                                  03 22 2018          0.00                38.3                35.1                
GREENSBORO 2 WNW                                  03 23 2018          0.00                39                  36                  
GREENSBORO 2 WNW                                  03 24 2018          0.00                39.8                37.5                
GREENSBORO 2 WNW                                  03 25 2018          0.00                39.8                38                  
GREENSBORO 2 WNW                                  03 26 2018          0.00                38                  37.1                
GREENSBORO 2 WNW                                  03 27 2018          0.00                38.9                37                  
GREENSBORO 2 WNW                                  03 28 2018          0.00                39.8                38                  
GREENSBORO 2 WNW                                  03 29 2018          0.93                39.4                37.8                
GREENSBORO 2 WNW                                  03 30 2018          0.00                38.5                36.3                
GREENSBORO 2 WNW                                  03 31 2018          0.00                38.9                35.7                
MUSCLE SHOALS 2 N                                 03 01 2018          0.63                38.2                36.9                
MUSCLE SHOALS 2 N                                 03 02 2018          0.00                37.7                36.1                
MUSCLE SHOALS 2 N                                 03 03 2018          0.00                38.1                35.9                
MUSCLE SHOALS 2 N                                 03 04 2018          0.00                38.7                35.5                
MUSCLE SHOALS 2 N                                 03 05 2018          0.14                38.1                36.9                
MUSCLE SHOALS 2 N                                 03 06 2018          0.00                38.4                36.5                
MUSCLE SHOALS 2 N                                 03 07 2018          0.00                36.5                34.9                
MUSCLE SHOALS 2 N                                 03 08 2018          0.00                36.8                34.7                
MUSCLE SHOALS 2 N                                 03 09 2018          0.00                38.3                34.6                
MUSCLE SHOALS 2 N                                 03 10 2018          0.94                38.1                36.7                
MUSCLE SHOALS 2 N                                 03 11 2018          0.30                37.9                35.8                
MUSCLE SHOALS 2 N                                 03 12 2018          0.00                37.3                35.5                
MUSCLE SHOALS 2 N                                 03 13 2018          0.00                37.5                35                  
MUSCLE SHOALS 2 N                                 03 14 2018          0.00                37.1                35.1                
MUSCLE SHOALS 2 N                                 03 15 2018          0.00                38.8                34.8                
MUSCLE SHOALS 2 N                                 03 16 2018          0.00                38.7                36.2                
MUSCLE SHOALS 2 N                                 03 17 2018          0.00                39.8                37.9                
MUSCLE SHOALS 2 N                                 03 18 2018          0.04                38                  36.7                
MUSCLE SHOALS 2 N                                 03 19 2018          0.22                38.8                37.1                
MUSCLE SHOALS 2 N                                 03 20 2018          0.00                37.5                35.6                
MUSCLE SHOALS 2 N                                 03 21 2018          0.00                37.2                35.3                
MUSCLE SHOALS 2 N                                 03 22 2018          0.00                37.9                34.9                
MUSCLE SHOALS 2 N                                 03 23 2018          0.00                37.9                35.6                
MUSCLE SHOALS 2 N                                 03 24 2018          0.00                38.7                36.9                
MUSCLE SHOALS 2 N                                 03 25 2018          0.53                38.5                36.9                
MUSCLE SHOALS 2 N                                 03 26 2018          0.00                37.6                37                  
MUSCLE SHOALS 2 N                                 03 27 2018          0.00                39.1                36.9                
MUSCLE SHOALS 2 N                                 03 28 2018          0.85                39.2                38                  
MUSCLE SHOALS 2 N                                 03 29 2018          0.80                38.2                37.2                
MUSCLE SHOALS 2 N                                 03 30 2018          0.00                38.1                36.1                
MUSCLE SHOALS 2 N                                 03 31 2018          0.00                38.9                35.5                
CLANTON 2 NE                                      03 01 2018          0.30                39.5                37.5                
CLANTON 2 NE                                      03 02 2018          0.00                38.2                36.5                
CLANTON 2 NE                                      03 03 2018          0.00                38.6                35.9                
CLANTON 2 NE                                      03 04 2018          0.00                38.9                35.5                
CLANTON 2 NE                                      03 05 2018          0.08                38.9                36.5                
CLANTON 2 NE                                      03 06 2018          0.49                38.5                36.2                
CLANTON 2 NE                                      03 07 2018          0.00                37.2                35.4                
CLANTON 2 NE                                      03 08 2018          0.00                37.2                35.1                
CLANTON 2 NE                                      03 09 2018          0.00                38.3                34.8                
CLANTON 2 NE                                      03 10 2018          0.69                39.3                36.2                
CLANTON 2 NE                                      03 11 2018          1.45                38                  36.9                
CLANTON 2 NE                                      03 12 2018          0.00                37.5                35.8                
CLANTON 2 NE                                      03 13 2018          0.00                37.7                35.5                
CLANTON 2 NE                                      03 14 2018          0.00                37.4                35.2                
CLANTON 2 NE                                      03 15 2018          0.00                38.7                34.9                
CLANTON 2 NE                                      03 16 2018          0.04                38.6                35.8                
CLANTON 2 NE                                      03 17 2018          0.01                39.9                37.6                
CLANTON 2 NE                                      03 18 2018          0.11                39.4                37.6                
CLANTON 2 NE                                      03 19 2018          0.00                39.5                38                  
CLANTON 2 NE                                      03 20 2018          0.02                38.6                36.2                
CLANTON 2 NE                                      03 21 2018          0.00                37.5                35.7                
CLANTON 2 NE                                      03 22 2018          0.00                38.1                35.2                
CLANTON 2 NE                                      03 23 2018          0.00                38.9                35.6                
CLANTON 2 NE                                      03 24 2018          0.00                39.6                37.3                
CLANTON 2 NE                                      03 25 2018          0.00                39.9                37.2                
CLANTON 2 NE                                      03 26 2018          0.00                37.4                36.8                
CLANTON 2 NE                                      03 27 2018          0.00                39.1                36.7                
CLANTON 2 NE                                      03 28 2018          0.02                40                  38                  
CLANTON 2 NE                                      03 29 2018          0.84                39.5                37.9                
CLANTON 2 NE                                      03 30 2018          0.00                38.4                36.3                
CLANTON 2 NE                                      03 31 2018          0.00                39.1                35.7                
DECATUR PRYOR FIELD                               03 01 2018          0.34                38.4                36.7                
DECATUR PRYOR FIELD                               03 02 2018          0.00                37.8                35.7                
DECATUR PRYOR FIELD                               03 03 2018          0.00                38.2                35.1                
DECATUR PRYOR FIELD                               03 04 2018          0.00                38.9                35.4                
DECATUR PRYOR FIELD                               03 05 2018          0.07                37.8                36.6                
DECATUR PRYOR FIELD                               03 06 2018          0.03                38.4                36.7                
DECATUR PRYOR FIELD                               03 07 2018          0.00                36.7                35                  
DECATUR PRYOR FIELD                               03 08 2018          0.00                36.7                34.8                
DECATUR PRYOR FIELD                               03 09 2018          0.00                38.3                34.4                
DECATUR PRYOR FIELD                               03 10 2018          1.51                37.7                36.8                
DECATUR PRYOR FIELD                               03 11 2018          0.31                37.9                35.9                
DECATUR PRYOR FIELD                               03 12 2018          0.00                37.3                35.6                
DECATUR PRYOR FIELD                               03 13 2018          0.00                37.4                35                  
DECATUR PRYOR FIELD                               03 14 2018          0.00                37                  34.8                
DECATUR PRYOR FIELD                               03 15 2018          0.00                38.8                34.8                
DECATUR PRYOR FIELD                               03 16 2018          0.00                38.8                36.2                
DECATUR PRYOR FIELD                               03 17 2018          0.09                39.9                37.7                
DECATUR PRYOR FIELD                               03 18 2018          0.09                38.3                36.7                
DECATUR PRYOR FIELD                               03 19 2018          0.09                39                  37                  
DECATUR PRYOR FIELD                               03 20 2018          0.00                37.3                35.8                
DECATUR PRYOR FIELD                               03 21 2018          0.00                37.3                35.5                
DECATUR PRYOR FIELD                               03 22 2018          0.00                38                  34.9                
DECATUR PRYOR FIELD                               03 23 2018          0.01                38.2                35.5                
DECATUR PRYOR FIELD                               03 24 2018          0.02                38.9                37.2                
DECATUR PRYOR FIELD                               03 25 2018          0.15                38.6                37.3                
DECATUR PRYOR FIELD                               03 26 2018          0.00                37.6                37                  
DECATUR PRYOR FIELD                               03 27 2018          0.00                38.5                36.8                
DECATUR PRYOR FIELD                               03 28 2018          0.00                39.2                37.8                
DECATUR PRYOR FIELD                               03 29 2018          0.91                38.9                37.5                
DECATUR PRYOR FIELD                               03 30 2018          0.00                38.2                36.1                
DECATUR PRYOR FIELD                               03 31 2018          0.00                39                  35.4                
DOTHAN REGIONAL AIRPORT                           03 01 2018          0.04                40.3                38.2                
DOTHAN REGIONAL AIRPORT                           03 02 2018          0.00                39.1                37                  
DOTHAN REGIONAL AIRPORT                           03 03 2018          0.00                39.3                35.9                
DOTHAN REGIONAL AIRPORT                           03 04 2018          0.00                39.1                36.1                
DOTHAN REGIONAL AIRPORT                           03 05 2018          0.00                39.3                36.5                
DOTHAN REGIONAL AIRPORT                           03 06 2018          0.97                38.6                37.2                
DOTHAN REGIONAL AIRPORT                           03 07 2018          0.00                37.8                36.3                
DOTHAN REGIONAL AIRPORT                           03 08 2018          0.00                37.8                35.5                
DOTHAN REGIONAL AIRPORT                           03 09 2018          0.00                38.5                35.3                
DOTHAN REGIONAL AIRPORT                           03 10 2018          0.00                39.1                36.2                
DOTHAN REGIONAL AIRPORT                           03 11 2018          0.63                38.7                37                  
DOTHAN REGIONAL AIRPORT                           03 12 2018          0.00                37.8                36.3                
DOTHAN REGIONAL AIRPORT                           03 13 2018          0.00                38.2                35.5                
DOTHAN REGIONAL AIRPORT                           03 14 2018          0.00                38.1                35.7                
DOTHAN REGIONAL AIRPORT                           03 15 2018          0.00                38.8                35.1                
DOTHAN REGIONAL AIRPORT                           03 16 2018          0.00                39.2                36.1                
DOTHAN REGIONAL AIRPORT                           03 17 2018          0.00                40                  37.4                
DOTHAN REGIONAL AIRPORT                           03 18 2018          1.22                40                  38.5                
DOTHAN REGIONAL AIRPORT                           03 19 2018          0.26                39.8                38.4                
DOTHAN REGIONAL AIRPORT                           03 20 2018          0.00                39.6                37.4                
DOTHAN REGIONAL AIRPORT                           03 21 2018          0.00                38.3                36.4                
DOTHAN REGIONAL AIRPORT                           03 22 2018          0.00                38.4                35.8                
DOTHAN REGIONAL AIRPORT                           03 23 2018          0.00                39.2                35.9                
DOTHAN REGIONAL AIRPORT                           03 24 2018          0.00                40                  36.9                
DOTHAN REGIONAL AIRPORT                           03 25 2018          0.01                40                  37.7                
DOTHAN REGIONAL AIRPORT                           03 26 2018          0.01                37.7                37                  
DOTHAN REGIONAL AIRPORT                           03 27 2018          0.00                39.4                37.1                
DOTHAN REGIONAL AIRPORT                           03 28 2018          0.00                40.1                37.5                
DOTHAN REGIONAL AIRPORT                           03 29 2018          0.08                40.1                37.7                
DOTHAN REGIONAL AIRPORT                           03 30 2018          0.36                39.4                37.6                
DOTHAN REGIONAL AIRPORT                           03 31 2018          0.00                39.4                36.6                
MOBILE DOWNTOWN AIRPORT                           03 01 2018          0.05                40.3                38.2                
MOBILE DOWNTOWN AIRPORT                           03 02 2018          0.00                39.3                37.2                
MOBILE DOWNTOWN AIRPORT                           03 03 2018          0.00                39.6                36.7                
MOBILE DOWNTOWN AIRPORT                           03 04 2018          0.00                39.4                36.3                
MOBILE DOWNTOWN AIRPORT                           03 05 2018          0.00                39.4                37                  
MOBILE DOWNTOWN AIRPORT                           03 06 2018          0.51                39.1                37.5                
MOBILE DOWNTOWN AIRPORT                           03 07 2018          0.00                38.2                36.6                
MOBILE DOWNTOWN AIRPORT                           03 08 2018          0.00                38.4                35.8                
MOBILE DOWNTOWN AIRPORT                           03 09 2018          0.00                38.4                35.7                
MOBILE DOWNTOWN AIRPORT                           03 10 2018          0.00                39.3                36.9                
MOBILE DOWNTOWN AIRPORT                           03 11 2018          0.75                39.4                38.1                
MOBILE DOWNTOWN AIRPORT                           03 12 2018          0.00                38.3                36.6                
MOBILE DOWNTOWN AIRPORT                           03 13 2018          0.00                38.5                36                  
MOBILE DOWNTOWN AIRPORT                           03 14 2018          0.00                38.7                35.9                
MOBILE DOWNTOWN AIRPORT                           03 15 2018          0.00                38.8                35.5                
MOBILE DOWNTOWN AIRPORT                           03 16 2018          0.53                38.6                36.7                
MOBILE DOWNTOWN AIRPORT                           03 17 2018          0.00                40                  38.5                
MOBILE DOWNTOWN AIRPORT                           03 18 2018          0.35                39.2                38.6                
MOBILE DOWNTOWN AIRPORT                           03 19 2018          0.01                40.3                38.6                
MOBILE DOWNTOWN AIRPORT                           03 20 2018          0.00                39.2                37.2                
MOBILE DOWNTOWN AIRPORT                           03 21 2018          0.00                39                  36.7                
MOBILE DOWNTOWN AIRPORT                           03 22 2018          0.00                39.2                36.1                
MOBILE DOWNTOWN AIRPORT                           03 23 2018          0.00                39                  36.4                
MOBILE DOWNTOWN AIRPORT                           03 24 2018          0.00                39.4                38.2                
MOBILE DOWNTOWN AIRPORT                           03 25 2018          0.00                40.1                38.3                
MOBILE DOWNTOWN AIRPORT                           03 26 2018          0.00                38.9                38.3                
MOBILE DOWNTOWN AIRPORT                           03 27 2018          0.00                39.4                37.9                
MOBILE DOWNTOWN AIRPORT                           03 28 2018          0.00                39.6                38.6                
MOBILE DOWNTOWN AIRPORT                           03 29 2018          0.67                39.7                38.1                
MOBILE DOWNTOWN AIRPORT                           03 30 2018          0.00                39.5                37.5                
MOBILE DOWNTOWN AIRPORT                           03 31 2018          0.00                39.4                37.1                
AUBURN NUMBER 2                                   03 01 2018          0.02                39.9                37.3                
AUBURN NUMBER 2                                   03 02 2018          0.00                38.4                36.5                
AUBURN NUMBER 2                                   03 03 2018          0.00                38.9                36                  
AUBURN NUMBER 2                                   03 04 2018          0.00                38.7                36.4                
AUBURN NUMBER 2                                   03 05 2018          0.00                38.7                36.6                
AUBURN NUMBER 2                                   03 06 2018          0.85                38.6                36.6                
AUBURN NUMBER 2                                   03 07 2018          0.00                37.3                35.4                
AUBURN NUMBER 2                                   03 08 2018          0.00                39.9                35                  
AUBURN NUMBER 2                                   03 09 2018          0.00                38.2                35                  
AUBURN NUMBER 2                                   03 10 2018          0.16                39.2                36                  
AUBURN NUMBER 2                                   03 11 2018          1.41                37.5                37.2                
AUBURN NUMBER 2                                   03 12 2018          0.00                37.3                35.1                
AUBURN NUMBER 2                                   03 13 2018          0.05                37.7                35.2                
AUBURN NUMBER 2                                   03 14 2018          0.00                37.5                35.3                
AUBURN NUMBER 2                                   03 15 2018          0.00                38.6                34.9                
AUBURN NUMBER 2                                   03 16 2018          0.02                38.7                35.7                
AUBURN NUMBER 2                                   03 17 2018          0.02                39.8                37                  
AUBURN NUMBER 2                                   03 18 2018          0.68                39.7                38.1                
AUBURN NUMBER 2                                   03 19 2018          0.00                39.7                38                  
AUBURN NUMBER 2                                   03 20 2018          0.05                38.9                36.8                
AUBURN NUMBER 2                                   03 21 2018          0.00                37.6                35.7                
AUBURN NUMBER 2                                   03 22 2018          0.00                38                  35.5                
AUBURN NUMBER 2                                   03 23 2018          0.00                38.5                35.8                
AUBURN NUMBER 2                                   03 24 2018          0.00                39.7                36.6                
AUBURN NUMBER 2                                   03 25 2018          0.00                40                  37                  
AUBURN NUMBER 2                                   03 26 2018          0.00                37.1                36.6                
AUBURN NUMBER 2                                   03 27 2018          0.00                39.1                36.6                
AUBURN NUMBER 2                                   03 28 2018          0.00                40                  37.3                
AUBURN NUMBER 2                                   03 29 2018          1.15                39.9                37.5                
AUBURN NUMBER 2                                   03 30 2018          0.00                38.7                36.9                
AUBURN NUMBER 2                                   03 31 2018          0.00                39                  36.5                
DAUPHIN ISLAND NUMBER 2                           03 01 2018          0.00                39.7                39.1                
DAUPHIN ISLAND NUMBER 2                           03 02 2018          0.02                39.7                37.8                
DAUPHIN ISLAND NUMBER 2                           03 05 2018          0.00                38.9                37.8                
DAUPHIN ISLAND NUMBER 2                           03 06 2018          0.02                39                  38.8                
DAUPHIN ISLAND NUMBER 2                           03 07 2018          0.43                38.9                37.2                
DAUPHIN ISLAND NUMBER 2                           03 08 2018          0.00                37.9                36.8                
DAUPHIN ISLAND NUMBER 2                           03 09 2018          0.00                38.2                36.8                
DAUPHIN ISLAND NUMBER 2                           03 10 2018          0.00                38.2                37.3                
DAUPHIN ISLAND NUMBER 2                           03 13 2018          0.01                38                  36.8                
DAUPHIN ISLAND NUMBER 2                           03 14 2018          0.00                37.9                36.7                
DAUPHIN ISLAND NUMBER 2                           03 15 2018          0.00                38                  36.9                
DAUPHIN ISLAND NUMBER 2                           03 16 2018          0.00                38.5                37.5                
DAUPHIN ISLAND NUMBER 2                           03 17 2018          0.00                38.5                38.1                
DAUPHIN ISLAND NUMBER 2                           03 20 2018          0.01                39.4                38.6                
DAUPHIN ISLAND NUMBER 2                           03 21 2018          0.00                38.7                37.4                
DAUPHIN ISLAND NUMBER 2                           03 22 2018          0.00                38.6                37.2                
DAUPHIN ISLAND NUMBER 2                           03 23 2018          0.00                38.3                37.3                
DAUPHIN ISLAND NUMBER 2                           03 24 2018          0.00                39.2                38.1                
DAUPHIN ISLAND NUMBER 2                           03 25 2018          0.00                39                  38.3                
DAUPHIN ISLAND NUMBER 2                           03 26 2018          0.00                39.4                38.8                
DAUPHIN ISLAND NUMBER 2                           03 27 2018          0.00                38.9                38.4                
DAUPHIN ISLAND NUMBER 2                           03 28 2018          0.00                39                  38.4                
DAUPHIN ISLAND NUMBER 2                           03 29 2018          0.00                39.2                39                  
MONTGOMERY 6 SW                                   03 01 2018          0.02                40.4                38.4                
MONTGOMERY 6 SW                                   03 02 2018          0.00                39                  37                  
MONTGOMERY 6 SW                                   03 03 2018          0.00                39.3                36                  
MONTGOMERY 6 SW                                   03 04 2018          0.00                39.3                36.1                
MONTGOMERY 6 SW                                   03 05 2018          0.00                39.8                37.2                
MONTGOMERY 6 SW                                   03 06 2018          0.82                39                  37.8                
MONTGOMERY 6 SW                                   03 07 2018          0.00                38.1                36.9                
MONTGOMERY 6 SW                                   03 08 2018          0.00                38                  35.9                
MONTGOMERY 6 SW                                   03 09 2018          0.00                38                  35.6                
MONTGOMERY 6 SW                                   03 10 2018          0.00                38.8                36.6                
MONTGOMERY 6 SW                                   03 12 2018          0.07                38.2                36.8                
MONTGOMERY 6 SW                                   03 13 2018          0.00                38.3                36                  
MONTGOMERY 6 SW                                   03 14 2018          0.00                38.2                35.9                
MONTGOMERY 6 SW                                   03 15 2018          0.00                38.2                35.5                
MONTGOMERY 6 SW                                   03 16 2018          0.03                39.3                36.3                
MONTGOMERY 6 SW                                   03 17 2018          0.00                39.1                36.9                
MONTGOMERY 6 SW                                   03 18 2018          0.04                40                  38                  
MONTGOMERY 6 SW                                   03 19 2018          0.03                40.2                38.7                
MONTGOMERY 6 SW                                   03 20 2018          0.02                39.6                37.7                
MONTGOMERY 6 SW                                   03 21 2018          0.00                38.4                36                  
MONTGOMERY 6 SW                                   03 22 2018          0.00                38                  36                  
MONTGOMERY 6 SW                                   03 23 2018          0.00                38.4                36.1                
MONTGOMERY 6 SW                                   03 28 2018          0.00                39.3                37                  
MONTGOMERY 6 SW                                   03 29 2018          1.44                40.2                38.2                
MONTGOMERY 6 SW                                   03 30 2018          0.00                39.1                37.6                
MONTGOMERY 6 SW                                   03 31 2018          0.00                38.9                36.5                
BREWTON 3 ENE                                     03 01 2018          0.06                40                  37.7                
BREWTON 3 ENE                                     03 02 2018          0.06                40.2                37.1                
BREWTON 3 ENE                                     03 06 2018          0.04                39.6                37.2                
BREWTON 3 ENE                                     03 07 2018          0.32                38.7                36.3                
BREWTON 3 ENE                                     03 08 2018          0.00                37.7                35.1                
BREWTON 3 ENE                                     03 09 2018          0.00                37.9                34.9                
BREWTON 3 ENE                                     03 13 2018          0.00                37.8                35.4                
BREWTON 3 ENE                                     03 14 2018          0.00                38.1                35.3                
BREWTON 3 ENE                                     03 15 2018          0.00                38.1                34.9                
BREWTON 3 ENE                                     03 16 2018          0.00                39                  34.8                
BREWTON 3 ENE                                     03 20 2018          0.05                40                  38                  
BREWTON 3 ENE                                     03 21 2018          0.00                38.6                36                  
BREWTON 3 ENE                                     03 22 2018          0.00                38.4                35.7                
BREWTON 3 ENE                                     03 23 2018          0.00                38.4                35.6                
BREWTON 3 ENE                                     03 27 2018          0.00                38.3                37.2                
BREWTON 3 ENE                                     03 28 2018          0.00                39.3                37.2                
BREWTON 3 ENE                                     03 29 2018          0.00                39.9                37.3                
BREWTON 3 ENE                                     03 30 2018          1.26                39.9                37.5                
HIGHLAND HOME NUMBER 2                            03 06 2018          0.00                39.3                37.8                
TUSCALOOSA ACFD                                   03 01 2018          0.30                39.3                37.8                
TUSCALOOSA ACFD                                   03 02 2018          0.00                38.4                36.4                
TUSCALOOSA ACFD                                   03 03 2018          0.00                38.9                35.5                
TUSCALOOSA ACFD                                   03 04 2018          0.00                39.4                35.8                
TUSCALOOSA ACFD                                   03 05 2018          0.03                39.4                35.8                
TUSCALOOSA ACFD                                   03 06 2018          1.22                39                  37.5                
TUSCALOOSA ACFD                                   03 07 2018          0.00                37.6                35.9                
TUSCALOOSA ACFD                                   03 08 2018          0.00                37.6                35.3                
TUSCALOOSA ACFD                                   03 09 2018          0.00                38.6                35                  
TUSCALOOSA ACFD                                   03 10 2018          0.00                39.3                36.7                
TUSCALOOSA ACFD                                   03 11 2018          1.13                38.2                37.6                
TUSCALOOSA ACFD                                   03 12 2018          0.02                38                  36                  
TUSCALOOSA ACFD                                   03 13 2018          0.00                38                  35.4                
TUSCALOOSA ACFD                                   03 14 2018          0.00                38                  35.4                
TUSCALOOSA ACFD                                   03 15 2018          0.00                39.1                35.1                
TUSCALOOSA ACFD                                   03 16 2018          0.10                38.5                36.3                
TUSCALOOSA ACFD                                   03 17 2018          0.02                40.2                37.9                
TUSCALOOSA ACFD                                   03 18 2018          0.08                39.4                37.8                
TUSCALOOSA ACFD                                   03 19 2018          0.07                40                  38                  
TUSCALOOSA ACFD                                   03 20 2018          0.00                39.7                37                  
TUSCALOOSA ACFD                                   03 21 2018          0.00                38                  35.8                
TUSCALOOSA ACFD                                   03 22 2018          0.00                38.7                35.3                
TUSCALOOSA ACFD                                   03 23 2018          0.00                39.2                36.3                
TUSCALOOSA ACFD                                   03 24 2018          0.00                40                  37.7                
TUSCALOOSA ACFD                                   03 25 2018          0.00                39.9                38.4                
TUSCALOOSA ACFD                                   03 26 2018          0.00                39.5                37.2                
TUSCALOOSA ACFD                                   03 27 2018          0.00                39.2                37                  
TUSCALOOSA ACFD                                   03 28 2018          0.00                40.1                38.2                
TUSCALOOSA ACFD                                   03 29 2018          0.95                39.6                37.9                
TUSCALOOSA ACFD                                   03 30 2018          0.01                38.9                37.3                
TUSCALOOSA ACFD                                   03 31 2018          0.00                39.4                36                  
BELLE MINA                                        03 01 2018          0.53                38.7                35.6                
BELLE MINA                                        03 02 2018          0.38                38                  35.9                
BELLE MINA                                        03 03 2018          0.00                37.5                35.3                
BELLE MINA                                        03 04 2018          0.00                37.9                35.4                
BELLE MINA                                        03 05 2018          0.00                38.6                35.8                
BELLE MINA                                        03 06 2018          0.09                37.8                36.8                
BELLE MINA                                        03 07 2018          0.00                38.3                35.4                
